Ambient light color: Red=1 Green=1 Blue=1

Named object: "ARAK-AFT-L"
Tri-mesh, Vertices: 866     Faces: 1728
Vertex list:
Vertex 0:  X:-1.10261	Y:1.80099	Z:0.0408326
Smoothing:  1
Face 125: A:838 B:0 C:287 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 126: A:839 B:333 C:22 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 127: A:839 B:22 C:287 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 128: A:839 B:288 C:23 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 129: A:839 B:23 C:333 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 130: A:839 B:287 C:0 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 131: A:839 B:0 C:288 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 132: A:840 B:335 C:23 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 133: A:840 B:23 C:288 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 134: A:840 B:289 C:24 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 135: A:840 B:24 C:335 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 136: A:840 B:288 C:0 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 137: A:840 B:0 C:289 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 138: A:841 B:293 C:24 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 139: A:841 B:24 C:289 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 140: A:841 B:267 C:2 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 141: A:841 B:2 C:293 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 142: A:841 B:289 C:0 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 143: A:841 B:0 C:267 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 144: A:294 B:842 C:338 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 145: A:294 B:338 C:25 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 146: A:842 B:292 C:26 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 147: A:842 B:26 C:338 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 148: A:290 B:1 C:292 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 149: A:290 B:292 C:842 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 150: A:2 B:290 C:842 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 151: A:2 B:842 C:294 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 152: A:292 B:843 C:341 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 153: A:292 B:341 C:26 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 154: A:843 B:296 C:27 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 155: A:843 B:27 C:341 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 156: A:291 B:3 C:296 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 157: A:291 B:296 C:843 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 158: A:1 B:291 C:843 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 159: A:1 B:843 C:292 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 160: A:296 B:844 C:343 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 161: A:296 B:343 C:27 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 162: A:844 B:298 C:28 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 163: A:844 B:28 C:343 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 164: A:295 B:4 C:298 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 165: A:295 B:298 C:844 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 166: A:3 B:295 C:844 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 167: A:3 B:844 C:296 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 168: A:298 B:845 C:345 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 169: A:298 B:345 C:28 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 170: A:845 B:300 C:29 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 171: A:845 B:29 C:345 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 172: A:297 B:5 C:300 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 173: A:297 B:300 C:845 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 174: A:4 B:297 C:845 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 175: A:4 B:845 C:298 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 176: A:300 B:846 C:347 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 177: A:300 B:347 C:29 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 178: A:846 B:302 C:30 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 179: A:846 B:30 C:347 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 180: A:299 B:6 C:302 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 181: A:299 B:302 C:846 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 182: A:5 B:299 C:846 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 183: A:5 B:846 C:300 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 184: A:302 B:847 C:349 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 185: A:302 B:349 C:30 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 186: A:847 B:304 C:31 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 187: A:847 B:31 C:349 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 188: A:301 B:7 C:304 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 189: A:301 B:304 C:847 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 190: A:6 B:301 C:847 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 191: A:6 B:847 C:302 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 192: A:304 B:848 C:351 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 193: A:304 B:351 C:31 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 194: A:848 B:306 C:32 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 195: A:848 B:32 C:351 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 196: A:303 B:8 C:306 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 197: A:303 B:306 C:848 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 198: A:7 B:303 C:848 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 199: A:7 B:848 C:304 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 200: A:306 B:849 C:353 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 201: A:306 B:353 C:32 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 202: A:849 B:308 C:33 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 203: A:849 B:33 C:353 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 204: A:305 B:9 C:308 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 205: A:305 B:308 C:849 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 206: A:8 B:305 C:849 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 207: A:8 B:849 C:306 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 208: A:308 B:850 C:355 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 209: A:308 B:355 C:33 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 210: A:850 B:310 C:34 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 211: A:850 B:34 C:355 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 212: A:307 B:10 C:310 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 213: A:307 B:310 C:850 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 214: A:9 B:307 C:850 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 215: A:9 B:850 C:308 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 216: A:310 B:851 C:357 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 217: A:310 B:357 C:34 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 218: A:851 B:312 C:35 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 219: A:851 B:35 C:357 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 220: A:309 B:11 C:312 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 221: A:309 B:312 C:851 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 222: A:10 B:309 C:851 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 223: A:10 B:851 C:310 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 224: A:312 B:852 C:359 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 225: A:312 B:359 C:35 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 226: A:852 B:314 C:36 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 227: A:852 B:36 C:359 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 228: A:311 B:12 C:314 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 229: A:311 B:314 C:852 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 230: A:11 B:311 C:852 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 231: A:11 B:852 C:312 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 232: A:314 B:853 C:361 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 233: A:314 B:361 C:36 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 234: A:853 B:316 C:37 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 235: A:853 B:37 C:361 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 236: A:313 B:13 C:316 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 237: A:313 B:316 C:853 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 238: A:12 B:313 C:853 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 239: A:12 B:853 C:314 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 240: A:316 B:854 C:363 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 241: A:316 B:363 C:37 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 242: A:854 B:318 C:38 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 243: A:854 B:38 C:363 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 244: A:315 B:14 C:318 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 245: A:315 B:318 C:854 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 246: A:13 B:315 C:854 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 247: A:13 B:854 C:316 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 248: A:318 B:855 C:365 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 249: A:318 B:365 C:38 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 250: A:855 B:320 C:39 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 251: A:855 B:39 C:365 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 252: A:317 B:15 C:320 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 253: A:317 B:320 C:855 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 254: A:14 B:317 C:855 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 255: A:14 B:855 C:318 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 256: A:320 B:856 C:367 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 257: A:320 B:367 C:39 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 258: A:856 B:322 C:40 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 259: A:856 B:40 C:367 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 260: A:319 B:16 C:322 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 261: A:319 B:322 C:856 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 262: A:15 B:319 C:856 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 263: A:15 B:856 C:320 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 264: A:322 B:857 C:369 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 265: A:322 B:369 C:40 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 266: A:857 B:324 C:41 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 267: A:857 B:41 C:369 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 268: A:321 B:17 C:324 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 269: A:321 B:324 C:857 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 270: A:16 B:321 C:857 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 271: A:16 B:857 C:322 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 272: A:324 B:858 C:371 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 273: A:324 B:371 C:41 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 274: A:858 B:326 C:42 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 275: A:858 B:42 C:371 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 276: A:323 B:18 C:326 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 277: A:323 B:326 C:858 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 278: A:17 B:323 C:858 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 279: A:17 B:858 C:324 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 280: A:326 B:859 C:373 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 281: A:326 B:373 C:42 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 282: A:859 B:328 C:43 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 283: A:859 B:43 C:373 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 284: A:325 B:19 C:328 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 285: A:325 B:328 C:859 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 286: A:18 B:325 C:859 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 287: A:18 B:859 C:326 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 288: A:328 B:860 C:375 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 289: A:328 B:375 C:43 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 290: A:860 B:330 C:44 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 291: A:860 B:44 C:375 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 292: A:327 B:20 C:330 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 293: A:327 B:330 C:860 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 294: A:19 B:327 C:860 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 295: A:19 B:860 C:328 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 296: A:330 B:861 C:377 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 297: A:330 B:377 C:44 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 298: A:861 B:332 C:45 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 299: A:861 B:45 C:377 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 300: A:329 B:21 C:332 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 301: A:329 B:332 C:861 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 302: A:20 B:329 C:861 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 303: A:20 B:861 C:330 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 304: A:332 B:862 C:379 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 305: A:332 B:379 C:45 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 306: A:862 B:334 C:46 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 307: A:862 B:46 C:379 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 308: A:331 B:22 C:334 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 309: A:331 B:334 C:862 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 310: A:21 B:331 C:862 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 311: A:21 B:862 C:332 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 312: A:334 B:863 C:381 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 313: A:334 B:381 C:46 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 314: A:863 B:336 C:47 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 315: A:863 B:47 C:381 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 316: A:333 B:23 C:336 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 317: A:333 B:336 C:863 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 318: A:22 B:333 C:863 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 319: A:22 B:863 C:334 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 320: A:336 B:864 C:383 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 321: A:336 B:383 C:47 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 322: A:864 B:337 C:48 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 323: A:864 B:48 C:383 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 324: A:335 B:24 C:337 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 325: A:335 B:337 C:864 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 326: A:23 B:335 C:864 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 327: A:23 B:864 C:336 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 328: A:337 B:865 C:339 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 329: A:337 B:339 C:48 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 330: A:865 B:294 C:25 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 331: A:865 B:25 C:339 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 332: A:293 B:2 C:294 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 333: A:293 B:294 C:865 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 334: A:24 B:293 C:865 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 335: A:24 B:865 C:337 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 336: A:340 B:866 C:386 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 337: A:340 B:386 C:49 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 338: A:866 B:342 C:50 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 339: A:866 B:50 C:386 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 340: A:338 B:26 C:342 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 341: A:338 B:342 C:866 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 342: A:25 B:338 C:866 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 343: A:25 B:866 C:340 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 344: A:342 B:867 C:389 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 345: A:342 B:389 C:50 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 346: A:867 B:344 C:51 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 347: A:867 B:51 C:389 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 348: A:341 B:27 C:344 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 349: A:341 B:344 C:867 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 350: A:26 B:341 C:867 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 351: A:26 B:867 C:342 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 352: A:344 B:868 C:391 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 353: A:344 B:391 C:51 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 354: A:868 B:346 C:52 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 355: A:868 B:52 C:391 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 356: A:343 B:28 C:346 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 357: A:343 B:346 C:868 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 358: A:27 B:343 C:868 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 359: A:27 B:868 C:344 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 360: A:346 B:869 C:393 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 361: A:346 B:393 C:52 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 362: A:869 B:348 C:53 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 363: A:869 B:53 C:393 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 364: A:345 B:29 C:348 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 365: A:345 B:348 C:869 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 366: A:28 B:345 C:869 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 367: A:28 B:869 C:346 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 368: A:348 B:870 C:395 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 369: A:348 B:395 C:53 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 370: A:870 B:350 C:54 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 371: A:870 B:54 C:395 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 372: A:347 B:30 C:350 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 373: A:347 B:350 C:870 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 374: A:29 B:347 C:870 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 375: A:29 B:870 C:348 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 376: A:350 B:871 C:397 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
